*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  MAR 01, 2026 09:34:20

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                                    NH4 (ppm) at soil dep. (cm):                                                    Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NI10    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NH10    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    NT10    
   15 165    89   140     2    97.9    95.4     2.5     0.0   31.11  128.61    0.45    2.81    0.00   28.30  195.51    3.57    0.00    0.02     0.1     0.1    0.14    0.11    0.10    0.11    0.23    1.90    4.81    0.31    0.35    0.04    0.06    0.07    0.06    0.06    0.07    0.06    0.07    0.33    0.40    0.14    0.21    0.18    0.16    0.17    0.29    1.96    4.88
   15 166    90   140     2    97.0    94.5     2.5     0.0   32.22  128.97    0.45    2.81    0.00   29.40  197.53    3.57    0.00    0.00     0.0     0.0    0.12    0.12    0.10    0.11    0.22    1.68    4.68    0.33    0.37    0.05    0.06    0.07    0.06    0.06    0.07    0.06    0.07    0.33    0.38    0.07    0.19    0.18    0.16    0.17    0.28    1.73    4.76
   15 167    91   140     2    96.3    93.6     2.7     0.0   33.22  129.37    0.45    2.81    0.00   30.40  199.24    3.57    0.00    0.02     0.0     0.0    0.04    0.13    0.11    0.12    0.21    1.48    4.52    0.39    0.51    0.07    0.05    0.06    0.06    0.06    0.07    0.06    0.07    0.40    0.55    0.08    0.09    0.19    0.17    0.18    0.27    1.54    4.59
   15 168    92   140     2    95.2    92.6     2.6     0.0   34.26  129.74    0.45    2.81    0.00   31.45  201.36    3.57    0.00    0.00     0.1     0.0    0.02    0.07    0.12    0.12    0.20    1.31    4.33    0.31    0.48    0.06    0.04    0.06    0.06    0.06    0.06    0.06    0.07    0.32    0.54    0.08    0.06    0.13    0.17    0.18    0.26    1.37    4.40
   15 169    93   140     2    94.0    91.6     2.4     0.0   35.25  130.07    0.45    2.81    0.00   32.44  203.57    3.57    0.00    0.00     0.0     0.0    0.01    0.04    0.11    0.12    0.19    1.16    4.10    0.31    0.38    0.05    0.04    0.05    0.05    0.06    0.06    0.05    0.07    0.31    0.41    0.06    0.05    0.08    0.17    0.18    0.26    1.21    4.17
   15 170    94   140     2    93.0    90.5     2.4     0.0   36.07  130.38    0.45    2.81    0.00   33.26  205.39    3.57    0.00    0.01     0.0     0.0    0.01    0.02    0.11    0.12    0.18    1.02    3.84    0.35    0.40    0.06    0.04    0.04    0.05    0.05    0.06    0.05    0.06    0.36    0.44    0.07    0.05    0.06    0.16    0.18    0.25    1.08    3.91
   15 171    95   140     2    91.6    89.5     2.2     0.0   36.84  130.64    0.45    2.81    0.00   34.02  207.49    3.57    0.00    0.00     0.0     0.0    0.00    0.01    0.07    0.12    0.18    0.90    3.58    0.22    0.32    0.05    0.03    0.04    0.04    0.05    0.06    0.05    0.06    0.22    0.35    0.06    0.04    0.05    0.11    0.18    0.23    0.95    3.64
   15 172    96   140     2    90.5    88.4     2.1     0.0   37.57  130.88    0.45    2.81    0.00   34.75  209.39    3.57    0.00    0.00     0.0     0.0    0.00    0.01    0.04    0.12    0.17    0.80    3.30    0.22    0.27    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    0.22    0.29    0.05    0.03    0.04    0.08    0.17    0.22    0.85    3.35
   15 173    97   140     2    89.4    87.4     2.0     0.0   38.28  131.10    0.45    2.81    0.00   35.46  211.19    3.57    0.00    0.00     0.0     0.0    0.00    0.01    0.02    0.12    0.16    0.70    3.01    0.21    0.25    0.04    0.03    0.03    0.03    0.05    0.05    0.05    0.05    0.21    0.26    0.04    0.03    0.04    0.06    0.17    0.22    0.75    3.07
   15 174    98   140     2    88.4    86.4     2.0     0.0   39.02  131.32    0.45    2.81    0.00   36.21  212.93    3.57    0.00    0.00     0.0     0.0    0.00    0.00    0.02    0.12    0.15    0.62    2.73    0.23    0.24    0.03    0.03    0.03    0.03    0.05    0.05    0.05    0.05    0.23    0.24    0.04    0.03    0.04    0.05    0.17    0.21    0.67    2.78
   15 175    99   140     2    87.5    85.6     1.9     0.0   39.75  131.54    0.45    2.81    0.00   36.94  214.56    3.57    0.00    0.00     0.0     0.0    0.00    0.00    0.01    0.12    0.15    0.55    2.47    0.22    0.24    0.03    0.03    0.03    0.03    0.05    0.05    0.05    0.05    0.22    0.24    0.04    0.03    0.04    0.04    0.16    0.20    0.60    2.52
   15 176   100   140     2    86.7    84.8     1.9     0.0   40.51  131.76    0.45    2.81    0.00   37.69  216.11    3.57    0.00    0.00     0.0     0.0    0.00    0.00    0.01    0.11    0.14    0.49    2.22    0.23    0.24    0.03    0.03    0.03    0.03    0.05    0.05    0.04    0.05    0.23    0.24    0.03    0.03    0.04    0.04    0.16    0.20    0.54    2.26
   15 177   101   140     2    86.0    84.1     1.9     0.0   41.28  131.99    0.45    2.81    0.00   38.46  217.58    3.57    0.00    0.00     0.0     0.0    0.00    0.00    0.01    0.11    0.14    0.44    1.99    0.24    0.25    0.03    0.03    0.03    0.03    0.05    0.05    0.05    0.05    0.24    0.26    0.04    0.03    0.04    0.04    0.16    0.19    0.49    2.03
   15 178   102   140     2    85.4    83.4     2.0     0.0   42.06  132.23    0.45    2.81    0.00   39.25  218.96    3.57    0.00    0.00     0.0     0.0    0.00    0.01    0.01    0.11    0.14    0.40    1.78    0.23    0.28    0.04    0.03    0.04    0.03    0.05    0.05    0.05    0.05    0.23    0.29    0.04    0.04    0.04    0.04    0.15    0.19    0.44    1.82
   15 179   103   140     2    85.7    83.4     2.3     0.0   42.86  132.54    0.45    2.81    0.00   40.04  219.41    3.57    0.00    0.03     0.0     0.0    0.01    0.01    0.01    0.11    0.14    0.39    1.72    0.36    0.39    0.05    0.05    0.05    0.04    0.05    0.05    0.05    0.05    0.39    0.44    0.06    0.06    0.06    0.06    0.16    0.20    0.44    1.77
   15 180   104   140     2    86.2    83.6     2.6     0.0   43.70  132.93    0.45    2.81    0.00   40.88  219.82    3.57    0.00    0.07     0.1     0.0    0.02    0.02    0.02    0.12    0.15    0.39    1.68    0.46    0.49    0.07    0.06    0.06    0.05    0.05    0.06    0.05    0.05    0.53    0.60    0.08    0.07    0.08    0.07    0.17    0.21    0.44    1.73
   15 181   105   140     2    86.7    83.9     2.8     0.0   44.57  133.40    0.45    2.81    0.00   41.76  220.20    3.57    0.00    0.13     0.2     0.0    0.03    0.03    0.03    0.13    0.16    0.39    1.65    0.55    0.58    0.08    0.07    0.07    0.06    0.05    0.06    0.06    0.06    0.68    0.76    0.10    0.09    0.10    0.09    0.18    0.22    0.44    1.71
   15 182   106   140     2    87.2    84.2     3.0     0.0   45.48  133.98    0.45    2.81    0.00   42.67  220.60    3.57    0.00    0.23     0.3     0.0    0.04    0.04    0.04    0.14    0.17    0.39    1.62    0.61    0.64    0.09    0.08    0.08    0.07    0.05    0.06    0.06    0.06    0.84    0.92    0.13    0.12    0.12    0.10    0.19    0.23    0.45    1.68
   15 183   107   180     3   122.5    84.6    38.0     5.1   46.37  134.64    0.45    2.81    0.00   43.55  220.98    3.57    0.00    0.35     0.4     0.1    0.05    0.06    0.05    0.15    0.18    0.40    1.59   54.69    0.67    0.09    0.08    0.08    0.07    0.05    0.06    0.06    0.06   55.04    1.06    0.15    0.14    0.14    0.12    0.20    0.24    0.46    1.66
   15 184   108   180     3   126.8    93.9    32.9     1.3   47.22  144.23    0.45    2.81    0.00   44.40  221.35    3.57    0.00   14.16     0.5     0.1    0.07    0.07    0.07    0.16    0.20    0.41    1.59   46.74    0.68    0.09    0.08    0.08    0.07    0.05    0.06    0.06    0.06   60.91    1.22    0.17    0.16    0.16    0.14    0.22    0.25    0.47    1.65
   15 185   109   180     3   128.2   102.0    26.2     0.4   48.05  152.50    0.45    2.81    0.00   45.23  221.61    3.57    0.00   25.80     0.7     0.1    0.09    0.09    0.09    0.18    0.21    0.42    1.58   36.38    0.67    0.09    0.09    0.08    0.07    0.05    0.06    0.06    0.07   62.18    1.38    0.19    0.18    0.18    0.16    0.23    0.27    0.48    1.65
   15 186   110   180     3   129.0   108.3    20.6     0.2   48.86  159.10    0.45    2.81    0.00   46.04  221.87    3.57    0.00   34.80     0.9     0.1    0.12    0.12    0.11    0.19    0.23    0.43    1.57   27.82    0.63    0.08    0.08    0.08    0.07    0.05    0.05    0.06    0.07   62.62    1.52    0.21    0.20    0.20    0.18    0.24    0.28    0.49    1.64
   15 187   111   180     3   129.6   113.3    16.3     0.1   49.63  164.30    0.45    2.81    0.00   46.82  222.03    3.57    0.00   41.64     1.1     0.2    0.14    0.14    0.13    0.21    0.24    0.44    1.58   21.22    0.58    0.07    0.08    0.08    0.07    0.05    0.05    0.06    0.07   62.85    1.65    0.22    0.22    0.22    0.20    0.25    0.29    0.51    1.65
   15 188   112   180     3   130.4   117.9    12.4     0.0   50.39  168.94    0.45    2.81    0.00   47.58  222.09    3.57    0.00   47.62     1.3     0.2    0.17    0.17    0.15    0.22    0.26    0.46    1.59   15.43    0.51    0.06    0.07    0.07    0.06    0.04    0.05    0.06    0.07   63.05    1.77    0.24    0.24    0.24    0.21    0.26    0.30    0.52    1.66
   15 189   113   180     3   131.2   122.1     9.1     0.0   51.29  173.16    0.45    2.81    0.00   48.48  222.15    3.57    0.00   44.24     5.7     0.2    0.19    0.19    0.17    0.23    0.27    0.48    1.61   10.48    0.45    0.06    0.07    0.07    0.06    0.04    0.04    0.06    0.07   54.72    6.15    0.25    0.26    0.26    0.23    0.27    0.31    0.54    1.68
   15 190   114   180     3   132.1   124.7     7.4     0.0   52.23  175.79    0.45    2.81    0.00   49.42  222.15    3.57    0.00   45.44     6.8     0.2    0.21    0.21    0.19    0.25    0.28    0.50    1.63    7.88    0.47    0.05    0.06    0.06    0.06    0.04    0.04    0.06    0.07   53.32    7.22    0.26    0.28    0.27    0.24    0.28    0.32    0.55    1.70
   15 191   115   180     3   133.0   126.6     6.3     0.0   53.09  177.75    0.45    2.81    0.00   50.27  222.15    3.57    0.00   47.70     6.8     0.2    0.23    0.23    0.20    0.26    0.29    0.51    1.65    6.16    0.49    0.05    0.06    0.06    0.05    0.04    0.04    0.05    0.07   53.85    7.32    0.27    0.29    0.29    0.26    0.29    0.33    0.57    1.72
   15 192   116   180     3   133.7   128.1     5.6     0.0   53.80  179.18    0.45    2.81    0.00   50.98  222.15    3.57    0.00   49.35     6.8     0.2    0.24    0.24    0.22    0.26    0.30    0.53    1.68    5.06    0.50    0.05    0.06    0.06    0.05    0.04    0.04    0.05    0.07   54.41    7.33    0.28    0.30    0.30    0.27    0.30    0.34    0.58    1.74
   15 193   117   180     3   134.3   129.2     5.0     0.0   54.39  180.37    0.45    2.81    0.00   51.57  222.15    3.57    0.00   50.47     6.9     0.2    0.26    0.25    0.23    0.27    0.31    0.54    1.69    4.20    0.49    0.05    0.06    0.06    0.05    0.03    0.04    0.05    0.07   54.67    7.40    0.29    0.31    0.31    0.28    0.31    0.35    0.59    1.76
   15 194   118   180     3   134.7   130.2     4.5     0.0   54.84  181.35    0.45    2.81    0.00   52.02  222.15    3.57    0.00   51.34     7.0     0.2    0.27    0.26    0.24    0.28    0.32    0.55    1.70    3.50    0.46    0.04    0.05    0.05    0.05    0.03    0.03    0.05    0.07   54.84    7.45    0.29    0.32    0.32    0.28    0.31    0.35    0.60    1.77
   15 195   119   180     3   135.1   131.1     4.0     0.0   55.27  182.24    0.45    2.81    0.00   52.45  222.15    3.57    0.00   52.07     7.1     0.3    0.28    0.28    0.25    0.29    0.33    0.56    1.72    2.92    0.41    0.04    0.05    0.05    0.04    0.03    0.03    0.05    0.06   55.00    7.48    0.30    0.33    0.32    0.29    0.32    0.36    0.61    1.78
   15 196   120   180     3   135.6   132.0     3.6     0.0   55.72  183.09    0.45    2.81    0.00   52.91  222.15    3.57    0.00   52.74     7.1     0.3    0.29    0.29    0.26    0.29    0.33    0.57    1.73    2.44    0.37    0.04    0.05    0.05    0.04    0.03    0.03    0.04    0.06   55.17    7.51    0.31    0.34    0.33    0.30    0.32    0.37    0.61    1.79
   15 197   121   180     3   136.0   132.7     3.3     0.0   56.17  183.88    0.45    2.81    0.00   53.36  222.15    3.57    0.00   53.32     7.2     0.3    0.30    0.30    0.27    0.30    0.34    0.58    1.74    2.04    0.33    0.04    0.04    0.04    0.04    0.03    0.03    0.04    0.06   55.36    7.52    0.31    0.34    0.34    0.30    0.33    0.37    0.62    1.80
   15 198   122   180     3   136.5   133.5     3.0     0.0   56.60  184.59    0.45    2.81    0.00   53.79  222.15    3.57    0.00   53.82     7.2     0.3    0.31    0.31    0.27    0.31    0.35    0.59    1.76    1.74    0.29    0.04    0.04    0.04    0.04    0.03    0.03    0.04    0.06   55.56    7.51    0.32    0.35    0.35    0.31    0.34    0.38    0.63    1.81
   15 199   123   180     3   136.9   134.1     2.8     0.0   57.01  185.25    0.45    2.81    0.00   54.19  222.15    3.57    0.00   54.26     7.2     0.3    0.32    0.32    0.28    0.32    0.36    0.60    1.77    1.48    0.24    0.04    0.04    0.04    0.03    0.03    0.03    0.04    0.05   55.74    7.48    0.33    0.36    0.36    0.32    0.34    0.38    0.64    1.83
   15 200   124   180     3   137.3   134.8     2.5     0.0   57.41  185.89    0.45    2.81    0.00   54.59  222.15    3.57    0.00   54.66     7.3     0.3    0.33    0.33    0.29    0.32    0.36    0.61    1.79    1.26    0.19    0.04    0.04    0.03    0.03    0.03    0.03    0.03    0.05   55.92    7.45    0.34    0.37    0.37    0.32    0.35    0.39    0.64    1.83
   15 201   125   180     3   137.7   135.4     2.3     0.0   57.81  186.50    0.45    2.81    0.00   55.00  222.15    3.57    0.00   55.03     7.3     0.3    0.34    0.34    0.30    0.33    0.37    0.62    1.80    1.07    0.15    0.04    0.03    0.03    0.03    0.02    0.02    0.03    0.04   56.11    7.42    0.35    0.38    0.37    0.33    0.36    0.40    0.65    1.84
   15 202   126   180     3   138.1   135.9     2.2     0.0   58.20  187.05    0.45    2.81    0.00   55.39  222.15    3.57    0.00   55.37     7.3     0.3    0.35    0.35    0.31    0.34    0.38    0.63    1.81    0.93    0.12    0.04    0.03    0.03    0.03    0.02    0.02    0.03    0.04   56.30    7.38    0.36    0.38    0.38    0.34    0.36    0.40    0.66    1.85
   15 203   127   180     3   138.4   136.4     2.0     0.0   58.59  187.56    0.45    2.81    0.00   55.77  222.15    3.57    0.00   55.67     7.2     0.3    0.36    0.36    0.32    0.34    0.39    0.64    1.82    0.81    0.10    0.04    0.03    0.03    0.03    0.02    0.02    0.03    0.04   56.47    7.34    0.37    0.39    0.39    0.34    0.37    0.41    0.66    1.86
   15 204   128   180     3   138.8   136.9     1.9     0.0   58.96  188.04    0.45    2.81    0.00   56.15  222.15    3.57    0.00   55.93     7.2     0.3    0.37    0.37    0.33    0.35    0.39    0.64    1.83    0.71    0.09    0.04    0.03    0.03    0.02    0.02    0.02    0.03    0.03   56.64    7.30    0.38    0.40    0.40    0.35    0.37    0.41    0.67    1.86
   15 205   129   180     3   139.2   137.4     1.9     0.0   59.37  188.51    0.45    2.81    0.00   56.56  222.15    3.57    0.00   56.20     7.2     0.4    0.38    0.38    0.33    0.36    0.40    0.65    1.84    0.65    0.07    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   56.85    7.26    0.39    0.41    0.40    0.36    0.38    0.42    0.68    1.87
   15 206   130   180     3   139.3   137.5     1.8     0.0   59.77  188.96    0.45    2.81    0.00   56.96  222.51    3.57    0.00   56.45     7.2     0.4    0.39    0.38    0.34    0.36    0.41    0.66    1.84    0.60    0.07    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   57.05    7.22    0.40    0.42    0.41    0.36    0.39    0.43    0.68    1.87
   15 207   131   180     3   139.3   137.5     1.8     0.0   60.15  189.38    0.45    2.81    0.00   57.34  222.85    3.57    0.00   56.68     7.1     0.4    0.40    0.39    0.35    0.37    0.41    0.66    1.85    0.56    0.06    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   57.24    7.18    0.40    0.42    0.42    0.37    0.39    0.43    0.69    1.88
   15 208   132   180     3   139.3   137.6     1.7     0.0   60.51  189.75    0.45    2.81    0.00   57.70  223.19    3.57    0.00   56.89     7.1     0.4    0.40    0.40    0.35    0.38    0.42    0.67    1.85    0.54    0.06    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   57.43    7.14    0.41    0.43    0.43    0.37    0.40    0.44    0.69    1.88
   15 209   133   180     3   135.9   134.2     1.7     0.0   60.93  190.09    0.45    2.81    0.00   58.11  227.03    3.57    0.00   51.81     7.0     0.4    0.41    0.40    0.36    0.38    0.42    0.67    1.86    0.49    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   52.30    7.10    0.42    0.44    0.43    0.38    0.40    0.44    0.70    1.89
   15 210   134   180     3   135.1   133.4     1.7     0.0   61.28  190.43    0.45    2.81    0.00   58.47  228.21    3.57    0.00   50.73     7.0     0.4    0.41    0.41    0.36    0.39    0.43    0.68    1.86    0.49    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   51.22    7.06    0.43    0.44    0.44    0.38    0.41    0.45    0.70    1.89
   15 211   135   180     3   135.0   133.3     1.7     0.0   61.58  190.73    0.45    2.81    0.00   58.77  228.61    3.57    0.00   50.78     7.0     0.4    0.42    0.42    0.37    0.39    0.43    0.68    1.87    0.49    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   51.28    7.02    0.43    0.45    0.44    0.39    0.41    0.45    0.71    1.89
   15 212   136   180     3   134.9   133.3     1.7     0.0   61.85  191.02    0.45    2.81    0.00   59.04  228.91    3.57    0.00   50.95     6.9     0.4    0.42    0.42    0.37    0.40    0.44    0.69    1.87    0.49    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   51.43    6.98    0.44    0.45    0.45    0.39    0.42    0.46    0.71    1.89
   15 213   137   180     3   134.9   133.3     1.6     0.0   62.12  191.30    0.45    2.81    0.00   59.30  229.21    3.57    0.00   51.11     6.9     0.4    0.43    0.43    0.38    0.40    0.44    0.69    1.87    0.47    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.03   51.58    6.94    0.44    0.46    0.45    0.40    0.42    0.46    0.71    1.90
   15 214   138   180     3   134.9   133.3     1.6     0.0   62.37  191.57    0.45    2.81    0.00   59.56  229.50    3.57    0.00   51.26     6.8     0.4    0.43    0.43    0.38    0.40    0.44    0.70    1.88    0.46    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   51.72    6.90    0.45    0.46    0.46    0.40    0.43    0.47    0.72    1.90
   15 215   139   180     3   134.8   133.2     1.6     0.0   62.63  191.84    0.45    2.81    0.00   59.81  229.78    3.57    0.00   51.41     6.8     0.4    0.44    0.44    0.38    0.41    0.45    0.70    1.88    0.44    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   51.85    6.85    0.45    0.47    0.46    0.41    0.43    0.47    0.72    1.90
   15 216   140   180     3   134.8   133.3     1.6     0.0   62.89  192.11    0.45    2.81    0.00   60.08  230.05    3.57    0.00   51.56     6.8     0.4    0.44    0.44    0.39    0.41    0.45    0.70    1.88    0.42    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   51.97    6.82    0.46    0.47    0.47    0.41    0.43    0.47    0.73    1.91
   15 217   141   180     3   134.9   133.3     1.6     0.0   63.18  192.41    0.45    2.81    0.00   60.37  230.32    3.57    0.00   51.70     6.7     0.4    0.45    0.45    0.39    0.42    0.46    0.71    1.88    0.39    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.09    6.78    0.47    0.48    0.47    0.42    0.44    0.48    0.73    1.91
   15 218   142   180     3   134.9   133.3     1.6     0.0   63.48  192.72    0.45    2.81    0.00   60.67  230.58    3.57    0.00   51.85     6.7     0.4    0.46    0.45    0.40    0.42    0.46    0.71    1.89    0.36    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.20    6.74    0.47    0.49    0.48    0.42    0.44    0.49    0.74    1.91
   15 219   143   180     3   135.0   133.4     1.5     0.0   63.80  193.05    0.45    2.81    0.00   60.99  230.83    3.57    0.00   51.99     6.7     0.4    0.46    0.46    0.40    0.43    0.47    0.72    1.89    0.33    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.31    6.70    0.48    0.49    0.49    0.43    0.45    0.49    0.74    1.92
   15 220   144   180     3   135.0   133.5     1.5     0.0   64.14  193.39    0.45    2.81    0.00   61.33  231.08    3.57    0.00   52.13     6.6     0.5    0.47    0.47    0.41    0.43    0.48    0.73    1.90    0.30    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.43    6.67    0.49    0.50    0.50    0.43    0.46    0.50    0.75    1.92
   15 221   145   180     3   135.2   133.7     1.6     0.0   64.54  193.77    0.45    2.81    0.00   61.73  231.33    3.57    0.00   52.29     6.6     0.5    0.48    0.48    0.42    0.44    0.48    0.73    1.90    0.32    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.61    6.63    0.50    0.51    0.50    0.44    0.46    0.50    0.75    1.93
   15 222   146   180     3   135.4   133.8     1.6     0.0   64.95  194.17    0.45    2.81    0.00   62.14  231.56    3.57    0.00   52.45     6.6     0.5    0.49    0.48    0.42    0.45    0.49    0.74    1.91    0.32    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.78    6.60    0.51    0.52    0.51    0.45    0.47    0.51    0.76    1.93
   15 223   147   180     3   135.5   134.0     1.6     0.0   65.35  194.57    0.45    2.81    0.00   62.54  231.79    3.57    0.00   52.62     6.5     0.5    0.50    0.49    0.43    0.45    0.50    0.74    1.91    0.32    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   52.93    6.56    0.52    0.53    0.52    0.45    0.48    0.52    0.77    1.94
   15 224   148   180     3   135.9   134.4     1.6     0.0   65.75  194.97    0.45    2.81    0.00   62.94  231.79    3.57    0.00   52.77     6.5     0.5    0.51    0.50    0.44    0.46    0.50    0.75    1.92    0.30    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   53.07    6.53    0.53    0.53    0.53    0.46    0.48    0.52    0.77    1.94
   15 225   149   180     3   136.3   134.8     1.5     0.0   66.13  195.36    0.45    2.81    0.00   63.32  231.79    3.57    0.00   52.92     6.5     0.5    0.51    0.51    0.45    0.47    0.51    0.76    1.93    0.28    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   53.20    6.50    0.54    0.54    0.54    0.47    0.49    0.53    0.78    1.95
   15 226   150   180     3   136.7   135.2     1.5     0.0   66.51  195.75    0.45    2.81    0.00   63.70  231.79    3.57    0.00   53.06     6.4     0.5    0.52    0.52    0.45    0.48    0.52    0.76    1.93    0.26    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   53.32    6.46    0.55    0.55    0.54    0.47    0.50    0.54    0.78    1.96
   15 227   151   180     3   137.2   135.6     1.6     0.0   67.04  196.16    0.45    2.81    0.00   64.22  231.79    3.57    0.00   53.24     6.4     0.5    0.53    0.53    0.46    0.48    0.52    0.77    1.94    0.43    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   53.67    6.43    0.56    0.56    0.55    0.48    0.50    0.54    0.79    1.97
   15 228   152   180     3   137.7   136.0     1.7     0.0   67.55  196.60    0.45    2.81    0.00   64.74  231.79    3.57    0.00   45.65    10.2     0.5    0.54    0.53    0.47    0.49    0.53    0.78    1.95    0.54    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   46.19   10.25    0.56    0.57    0.56    0.49    0.51    0.55    0.80    1.97
   15 229   153   180     3   138.3   136.4     1.9     0.0   68.13  197.03    0.45    2.81    0.00   65.32  231.79    3.57    0.00   38.50    13.8     0.5    0.55    0.54    0.47    0.49    0.53    0.78    1.95    0.77    0.05    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   39.27   13.86    0.57    0.57    0.57    0.49    0.52    0.56    0.80    1.98
   15 230   154   180     3   138.9   136.8     2.1     0.0   68.71  197.43    0.45    2.81    0.00   65.90  231.79    3.57    0.00   37.45    14.4     0.5    0.55    0.54    0.48    0.50    0.55    0.81    1.97    0.93    0.11    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   38.38   14.55    0.58    0.58    0.57    0.50    0.52    0.57    0.83    1.99
   15 231   155   180     3   139.5   137.3     2.2     0.0   69.29  197.87    0.45    2.81    0.00   66.47  231.79    3.57    0.00   42.57    12.1     0.6    0.54    0.53    0.48    0.51    0.58    0.86    1.99    1.03    0.17    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   43.59   12.30    0.60    0.57    0.56    0.50    0.53    0.60    0.88    2.01
   15 232   156   180     3   140.0   137.7     2.3     0.0   69.78  198.29    0.45    2.81    0.00   66.97  231.79    3.57    0.00   45.41    10.9     0.6    0.54    0.53    0.48    0.52    0.60    0.89    2.00    1.08    0.21    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   46.49   11.13    0.60    0.57    0.56    0.51    0.54    0.63    0.91    2.02
   15 233   157   180     3   140.4   138.1     2.3     0.0   70.23  198.71    0.45    2.81    0.00   67.42  231.79    3.57    0.00   45.75    10.9     0.6    0.55    0.53    0.49    0.52    0.61    0.90    2.00    1.09    0.23    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   46.84   11.12    0.60    0.58    0.56    0.51    0.54    0.63    0.92    2.03
   15 234   158   180     3   140.8   138.5     2.3     0.0   70.65  199.13    0.45    2.81    0.00   67.84  231.79    3.57    0.00   46.09    10.9     0.6    0.55    0.54    0.49    0.52    0.61    0.90    2.01    1.08    0.25    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   47.17   11.11    0.61    0.58    0.57    0.51    0.55    0.63    0.92    2.03
   15 235   159   180     3   141.3   139.0     2.3     0.0   71.08  199.55    0.45    2.81    0.00   68.26  231.79    3.57    0.00   46.44    10.8     0.6    0.56    0.54    0.50    0.53    0.62    0.90    2.01    1.05    0.26    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   47.49   11.10    0.61    0.59    0.57    0.52    0.55    0.64    0.92    2.04
   15 236   160   180     3   141.7   139.4     2.3     0.0   71.55  200.00    0.45    2.81    0.00   68.73  231.79    3.57    0.00   18.92    20.6     8.5    0.56    0.55    0.50    0.53    0.62    0.91    2.02    1.06    0.27    0.04    0.03    0.03    0.02    0.02    0.02    0.02    0.02   19.99   20.83    8.52    0.59    0.58    0.52    0.55    0.64    0.93    2.04
   15 237   161   180     3   142.5   139.8     2.7     0.0   72.30  200.42    0.45    2.81    0.00   69.48  231.79    3.57    0.00   20.55    19.0    10.3    0.56    0.54    0.50    0.54    0.65    0.95    2.04    1.15    0.48    0.05    0.03    0.03    0.02    0.02    0.02    0.02    0.02   21.69   19.53   10.35    0.59    0.57    0.53    0.57    0.68    0.97    2.06

